month,day,week,transect,photo_id,activity,butterfly_family,butterfly_genus,butterfly_species,flower_type,flower_colour,flower_family,flower_genus,flower_species,flower_origin
5,24,1,CHP,05_24_CHP_1,nectaring,Lycaenidae,Celastrina,echo,shrub,pink,Caprifoliaceae,Symphoricarpos,albus,Native
5,27,1,ABR,05_27_ABR_1,nectaring,Lycaenidae,Icaricia,icarioides,flower,purple,Fabaceae,Lupinus,sericeus,Native
5,27,1,OHRb,05_27_OHRb_1,nectaring,Lycaenidae,Plebejus,melissa,flower,pink,Fabaceae,Astragalus,miser,Native
5,27,1,OHRb,05_27_OHRb_2,nectaring,Pieridae,Anthocharis,julia,flower,pink,Fabaceae,Astragalus,miser,Native
5,27,1,OHRb,05_27_OHRb_3,nectaring,Lycaenidae,Everes,amyntula,flower,pink,Fabaceae,Astragalus,miser,Native
5,27,1,OHRb,05_27_OHRb_4,nectaring,Nymphalidae,Coenonympha,california,shrub,white,Rhamnaceae,Ceanothus,velutinus,Native
5,27,1,OHRb,05_27_OHRb_5,nectaring,Nymphalidae,Erebia,epipsodea,shrub,white,Rhamnaceae,Ceanothus,velutinus,Native
5,27,1,OHRb,05_27_OHRb_6,nectaring,Lycaenidae,Callophrys,augustinus,shrub,white,Rhamnaceae,Ceanothus,velutinus,Native
5,28,1,RTT,05_28_RTT_1,nectaring,Nymphalidae,Phycoides,NA,flower,white,Brassicaceae,Berteroa,incana,Non-native
5,28,1,RTT,05_28_RTT_2,nectaring,Nymphalidae,Aglais,milberti,flower,white,Brassicaceae,Berteroa,incana,Non-native
5,28,1,RTT,05_28_RTT_3,nectaring,Lycaenidae,Tharsalea,helloides,flower,white,Brassicaceae,Berteroa,incana,Non-native
5,28,1,RTT,05_28_RTT_4,nectaring,Nymphalidae,Phycoides,cocyta,flower,white,Brassicaceae,Berteroa,incana,Non-native
5,28,1,KWL,05_28_KWL_1,nectaring,lycaenidae,Glaucopsyche,lygdamus,flower,purple,Fabaceae,Medicago,sativa,Non-native
5,28,1,KWL,05_28_KWL_2,nectaring,Pieridae,Euchloe,ausonides,flower,yellow,Brassicaceae,Sisymbrium,altissimum,Non-native
5,28,1,KWL,05_28_KWL_3,nectaring,Hesperiidae,Polites,sabuleti,flower,yellow,Brassicaceae,Sisymbrium,loeselii,Non-native
5,28,1,KWL,05_28_KWL_4,nectaring,Pieridae,Euchloe,ausonides,flower,yellow,Brassicaceae,Sisymbrium,loeselii,Non-native
5,28,1,KWL,05_28_KWL_5,nectaring,Hesperiidae,Polites,sabuleti,flower,yellow,Brassicaceae,Sisymbrium,loeselii,Non-native
5,28,1,KWL,05_28_KWL_6,nectaring,Pieridae,Colias,NA,flower,yellow,Brassicaceae,Sisymbrium,loeselii,Non-native
5,28,1,KWL,05_28_KWL_7,nectaring,Nymphalidae,Euphydryas,anicia,flower,yellow,Brassicaceae,Sisymbrium,loeselii,Non-native
5,28,1,KWL,05_28_KWL_8,nectaring,Pieridae,Euchloe,ausonides,flower,white,Brassicaceae,Lepidium,NA,Non-native
5,28,1,KWL,05_28_KWL_9,nectaring,Hesperiidae,Polites,sabuleti,flower,purple,Fabaceae,Medicago,sativa,Non-native
5,28,1,OKF,05_28_OKF_1,nectaring,Lycaenidae,Glaucopsyche,lygdamus,flower,purple,Fabaceae,Medicago,sativa,Non-native
5,30,1,PSL,05_30_PSL_1,nectaring,hesperiidae,Amblyscirtes,vialis,flower,purple,Fabaceae,Medicago,sativa,Non-native
5,30,1,PSL,05_30_PSL_2,ovipositing,Lycaenidae,Glaucopsyche,lygdamus,flower,purple,Fabaceae,Medicago,sativa,Non-native
5,30,1,KPP,05_30_KPP_2,nectaring,Pieridae,Pontia,occidentalis,flower,purple,Fabaceae,Medicago,sativa,Non-native
5,30,1,KPP,05_30_KPP_3,nectaring,Pieridae,Pontia,occidentalis,flower,purple,Fabaceae,Medicago,sativa,Non-native
5,30,1,KPP,05_30_KPP_4,nectaring,Pieridae,Pontia,beckerii,flower,purple,Fabaceae,Medicago,sativa,Non-native
5,30,1,KPP,05_30_KPP_5,nectaring,Lycaenidae,NA,NA,flower,white,Asteraceae,Antennaria,anaphaloides,Native
5,30,1,KPP,05_30_KPP_6,nectaring,Hesperiidae,Erynnis,icelus,flower,purple,Plantaginaceae,Penstemon,procerus,Native
6,7,2,UBC,06_07_UBC_1,nectaring,Nymphalidae,Vanessa,atalanta,flower,pink,Apocynaceae,Apocynum,androsaemifolium,Native
6,8,2,RTT,06_08_RTT_1,nectaring,Nymphalidae,Aglais,milberti,flower,white,Brassicaceae,Berteroa,incana,Non-native
6,8,2,KWL,06_08_KWL_1,nectaring,Nymphalidae,Phycoides,cocyta,flower,yellow,Fabaceae,Medicago,lupulina,Non-native
6,8,2,KWL,06_08_KWL_2,nectaring,Lycaenidae,Glaucopsyche,lygdamus,flower,white,Asteraceae,Erigeron,NA,Native
6,8,2,KWL,06_08_KWL_3,nectaring,Hesperiidae,Pholisora,catullus,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,8,2,KWL,06_08_KWL_4,nectaring,Hesperiidae,Polites,sabuleti,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,8,2,PML,06_08_PML_1,nectaring,Papilionidae,Papilio,rutulus,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,8,2,PML,06_08_PML_2,nectaring,Papilionidae,Papilio,rutulus,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,9,2,OKF,06_09_OKF_1,nectaring,Pieridae,Pieris,rapae,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,9,2,OKF,06_09_OKF_2,ovipositing,Hesperiidae,Pholisora,catullus,flower,NA,Amaranthaceae,Chenopodium,NA,NA
6,9,2,OKF,06_09_OKF_3,ovipositing,Hesperiidae,Pholisora,catullus,flower,NA,Amaranthaceae,Chenopodium,NA,NA
6,9,2,OKF,06_09_OKF_4,nectaring,Pieridae,Pieris,rapae,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,9,2,OKF,06_09_OKF_5,nectaring,Papilionidae,Papilio,rutulus,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,10,2,PSL,06_10_PSL_1,nectaring,Lycaenidae,Glaucopsyche,lygdamus,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,11,2,OHR,06_11_OHR_1,nectaring,Nymphalidae,Limenitis,lorquini,flower,pink,Apocynaceae,Apocynum,androsaemifolium,Native
6,11,2,OHR,06_11_OHR_2,nectaring,Nymphalidae,Limenitis,lorquini,flower,pink,Apocynaceae,Apocynum,androsaemifolium,Native
6,11,2,ABR,06_11_ABR_1,nectaring,Pieridae,Euchloe,ausonides,flower,yellow,Brassicaceae,Sisymbrium,altissimum,Non-native
6,11,2,ABR,06_11_ABR_2,nectaring,Lycaenidae,Tharsalea,helloides,flower,white,Asteraceae,Achillea,millefolium,Non-native
6,11,2,ABR,06_11_ABR_3,nectaring,Lycaenidae,Tharsalea,helloides,flower,yellow,Rosaceae,Potentilla,argentea,Non-native
6,11,2,ABR,06_11_ABR_4,nectaring,Lycaenidae,Icaricia,icarioides,flower,pink,Polemoniaceae,Collomia,linearis,Native
6,11,2,ABR,06_11_ABR_5,nectaring,Nymphalidae,Oeneis,chryxus,flower,white,Asteraceae,Achillea,millefolium,Non-native
6,11,2,ABR,06_11_ABR_6,nectaring,Nymphalidae,Erebia,epipsodea,flower,yellow,Asteraceae,Gaillardia,artistata,Native
6,11,2,PBM,06_11_PBM_1,nectaring,Pieridae,Anthocharis,julia,flower,pink,Polemoniaceae,Microsteris,gracilis,Native
6,11,2,MGT,06_11_MGT_1,nectaring,Hesperiidae,Carterocephalus,skada,flower,blue,Polemoniaceae,Polemonium,pulcherrimum ,Native
6,11,2,MGT,06_11_MGT_2,nectaring,Papilionidae,Papilio,rutulus,flower,blue,Polemoniaceae,Phlox,diffusa,Native
6,14,2,CHP,06_14_CHP_1,nectaring,Nymphalidae,Limenitis,lorquini,shrub,white,Rosaceae,Holodiscus,discolor,Native
6,14,2,CHP,06_14_CHP_2,nectaring,Nymphalidae,Limenitis,lorquini,shrub,white,Rosaceae,Holodiscus,discolor,Native
6,14,2,BHT,06_14_BHT_1,nectaring,Nymphalidae,Limenitis,lorquini,shrub,white,Rosaceae,Rubus,armeniacus,Non-native
6,21,3,BGP,NO PHOTO,nectaring,Hesperiidae,Thymelicus,lineola,flower,pink,Fabaceae,Lathyrus,latifolius,Non-native
6,21,3,BGP,06_21_BGP_1,nectaring,Pieridae,Pieris,rapae,shrub,white,Rosaceae,Rubus,armeniacus,Non-native
6,21,3,CCM,NO PHOTO,nectaring,Pieridae,Pieris,rapae,flower,purple,Fabaceae,Vicia,cracca,Non-native
6,21,3,CCM,06_21_CCM_1,nectaring,Nymphalidae,Limenitis,lorquini,flower,white,Asteraceae,Leucanthemum,vulgare,Non-native
6,21,3,PSP,06_21_PSP_1,nectaring,Papilionidae,Papilio,rutulus,shrub,white,Rosaceae,Rubus,armeniacus,Non-native
6,21,3,PSP,06_21_PSP_2,nectaring,Papilionidae,Papilio,rutulus,shrub,white,Rosaceae,Rubus,armeniacus,Non-native
6,21,3,PSP,06_21_PSP_3,nectaring,Papilionidae,Papilio,rutulus,shrub,white,Rosaceae,Rubus,armeniacus,Non-native
6,21,3,PSP,06_21_PSP_4,nectaring,Papilionidae,Papilio,rutulus,shrub,white,Rosaceae,Rubus,armeniacus,Non-native
6,22,3,BHT,NO PHOTO,nectaring,Hesperiidae,Thymelicus,lineola,flower,white,Convolvulaceae,Convolvulus,arvensis,Non-native
6,22,3,BHT,NO PHOTO,nectaring,Hesperiidae,Thymelicus,lineola,flower,yellow,Asteraceae,Hypochaeris,radicata,Non-native
6,22,3,BHT,NO PHOTO,nectaring,Hesperiidae,Thymelicus,lineola,flower,yellow,Asteraceae,Hypochaeris,radicata,Non-native
6,22,3,BHT,06_22_BHT_1,nectaring,Hesperiidae,Thymelicus,lineola,flower,yellow,Asteraceae,Hypochaeris,radicata,Non-native
6,22,3,BHT,06_22_BHT_2,nectaring,Hesperiidae,Thymelicus,lineola,shrub,white,Rosaceae,Rubus,armeniacus,Non-native
6,22,3,BHT,06_22_BHT_3,nectaring,Hesperiidae,Thymelicus,lineola,flower,yellow,Asteraceae,Hypochaeris,radicata,Non-native
6,22,3,HRP,06_22_HRP_1,nectaring,Papilionidae,Papilio,rutulus,shrub,white,Rosaceae,Rubus,armeniacus,Non-native
6,22,3,HRP,06_22_HRP_2,nectaring,Papilionidae,Papilio,rutulus,shrub,white,Rosaceae,Rubus,armeniacus,Non-native
6,23,3,MGT,NO PHOTO,nectaring,Papilionidae,Parnassius,clodius,flower,white,Asteraceae,Achillea,millefolium,Non-native
6,23,3,MGT,NO PHOTO,nectaring,Papilionidae,Papilio,NA,flower,pink,Apocynaceae,Asclepias,speciosa,Native
6,23,3,MGT,06_23_MGT_1,nectaring,Papilionidae,Parnassius,clodius,flower,yellow,Asteraceae,Taraxacum,NA,NA
6,23,3,MGT,06_23_MGT_2,nectaring,Hesperiidae,Limochores,sonora,flower,yellow,Rosaceae,Potentilla,gracilis,Native
6,23,3,MGT,NO PHOTO,nectaring,Pieridae,Colias,interior,flower,white,Asteraceae,Leucanthemum,vulgare,Non-native
6,23,3,JMS,06_23_JMS_1,nectaring,Pieridae,Pieris,rapae,flower,purple,Lamiaceae,Nepeta,cataria,Non-native
6,23,3,OKF,06_23_OKF_1,nectaring,Papilionidae,Papilio,NA,flower,pink,Apocynaceae,Asclepias,speciosa,Native
6,23,3,OKF,06_23_OKF_2,nectaring,Papilionidae,Papilio,NA,flower,pink,Apocynaceae,Asclepias,speciosa,Native
6,23,3,OKF,06_23_OKF_3,nectaring,Papilionidae,Papilio,NA,flower,pink,Apocynaceae,Asclepias,speciosa,Native
6,24,3,KMP,NO PHOTO,nectaring,Pieridae,Pieris,rapae,flower,yellow,Brassicaceae,Sisymbrium,loeselii,Non-native
6,24,3,KMP,NO PHOTO,nectaring,Papilionidae,Papilio,NA,shrub,yellow,Viburnaceae,Sambucus,cerulea,Native
6,24,3,KMP,06_24_KMP_1,nectaring,Pieridae,Pieris,rapae,flower,blue,Boraginaceae,Anchusa,officinalis,Non-native
6,24,3,KMP,06_24_KMP_2,nectaring,Papilionidae,Papilio,NA,flower,pink,Apocynaceae,Asclepias,speciosa,Native
6,24,3,KMP,06_24_KMP_3,nectaring,Pieridae,Pieris,rapae,flower,white,Brassicaceae,Berteroa,incana,Non-native
6,24,3,PML,NO PHOTO,nectaring,Papilionidae,Papilio,NA,flower,pink,Apocynaceae,Apocynum,androsaemifolium,Native
6,24,3,PML,06_24_PML_1,nectaring,Papilionidae,Papilio,NA,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,24,3,PML,06_24_PML_2,nectaring,Hesperiidae,Amblyscirtes,vialis,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,24,3,PML,06_24_PML_3,nectaring,Lycaenidae,Everes,NA,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,24,3,PML,06_24_PML_4,nectaring,Papilionidae,Papilio,eurymedon,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,25,3,OHR,06_25_OHR_1,nectaring,Papilionidae,Papilio,multicaudata,flower,pink,Apocynaceae,Apocynum,androsaemifolium,Native
6,25,3,OHR,06_25_OHR_2,nectaring,Nymphalidae,Nymphalis,californica,flower,pink,Apocynaceae,Apocynum,androsaemifolium,Native
6,25,3,KWL,06_25_KWL_1,nectaring,Pieridae,Pieris,rapae,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,25,3,KWL,06_25_KWL_2,nectaring,Lycaenidae,Tharsalea,NA,flower,white,Asteraceae,Achillea,millefolium,Non-native
6,25,3,KWL,06_25_KWL_3,nectaring,Pieridae,Pieris,rapae,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,25,3,KWL,06_25_KWL_4,nectaring,Nymphalidae,Vanessa,cardui,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,25,3,KWL,06_25_KWL_5,nectaring,Pieridae,Pontia,beckerii,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,25,3,KWL,06_25_KWL_6,nectaring,Nymphalidae,Phycoides,NA,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,25,3,KWL,06_25_KWL_7,nectaring,Papilionidae,Papilio,rutulus,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,25,3,KWL,06_25_KWL_8,nectaring,Pieridae,Pontia,beckerii,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,25,3,KWL,06_25_KWL_9,nectaring,Pieridae,Pontia,NA,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,25,3,KSP,06_25_KSP_1,nectaring,Nymphalidae,Strymon,melinus,flower,white,Fabaceae,Melilotus,albus,Non-native
6,25,3,KSP,06_25_KSP_2,nectaring,Pieridae,Pieris,rapae,flower,yellow,Brassicaceae,Sisymbrium,altissimum,Non-native
6,25,3,RTT,NO PHOTO,nectaring,Pieridae,Pontia,NA,flower,white,Brassicaceae,Berteroa,incana,Non-native
6,25,3,RTT,NO PHOTO,nectaring,Papilionidae,Papilio,NA,flower,pink,Apocynaceae,Asclepias,speciosa,Native
6,26,3,MMF,NO PHOTO,nectaring,Nymphalidae,Euphydryas,anicia,flower,pink,Fabaceae,Astragalus,miser,Native
6,26,3,MMF,06_25_MMF_1,nectaring,Lycaenidae,Glaucopsyche,lygdamus,flower,pink,Fabaceae,Astragalus,miser,Native
6,26,3,MMF,06_25_MMF_2,nectaring,Lycaenidae,Plebejus,melissa,flower,pink,Fabaceae,Astragalus,miser,Native
6,26,3,MMF,06_25_KPP_1,nectaring,Lycaenidae,Strymon,melinus,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,26,3,MMF,06_25_KPP_2,nectaring,Lycaenidae,Strymon,melinus,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,26,3,MMF,06_25_KPP_3,nectaring,Lycaenidae,Vanessa,cardui,flower,purple,Fabaceae,Medicago,sativa,Non-native
6,27,3,ABR,06_27_ABR_1,nectaring,Nymphalidae,Argynnis,NA,flower,pink,Apocynaceae,Apocynum,androsaemifolium,Native
6,27,3,ABR,06_27_ABR_2,nectaring,Nymphalidae,Argynnis,NA,flower,yellow,Asteraceae,Gaillardia,aristata,Native
6,27,3,ABR,06_27_ABR_3,nectaring,Nymphalidae,Argynnis,NA,flower,pink,Apocynaceae,Apocynum,androsaemifolium,Native
6,27,3,ABR,06_27_ABR_4,nectaring,Nymphalidae,Argynnis,NA,shurb,white,Rosaceae,Spiraea,lucida,Native
6,27,3,ABR,06_27_ABR_5,nectaring,Nymphalidae,Argynnis,NA,flower,pink,Apocynaceae,Apocynum,androsaemifolium,Native
6,27,3,ABR,NO PHOTO,nectaring,Lycaenidae,Icaricia,icarioides,flower,yellow,Rosaceae,Potentilla,recta,Non-native
6,27,3,ABR,NO PHOTO,nectaring,Pieridae,Colias,NA,flower,pink,Apocynaceae,Apocynum,androsaemifolium,Native
6,27,3,ABR,NO PHOTO,nectaring,Lycaenidae,Plebejus,icarioides,flower,yellow,Rosaceae,Potentilla,argentea,Non-native
6,27,3,ABR,NO PHOTO,nectaring,Lycaenidae,Plebejus,icarioides,flower,purple,Fabaceae,Lupinus,sericeus,Native
7,6,4,CCM,07_06_CCM_1,nectaring,Papilionidae,Papilio,rutulus,flower,pink,Onagraceae,Chamaenerion,angustifolium,Native
7,6,4,GBH,07_06_GBH_1,nectaring,Papilionidae,Papilio,rutulus,flower,purple,Scrophulariaceae ,Buddleja,davidii,Non-native
7,6,4,GBH,07_06_GBH_2,nectaring,Nymphalidae,Vanessa,cardui,flower,purple,Scrophulariaceae ,Buddleja,davidii,Non-native
7,6,4,GBH,07_06_GBH_3,nectaring,Nymphalidae,Vanessa,atalanta,flower,purple,Scrophulariaceae ,Buddleja,davidii,Non-native
7,6,4,GBH,07_06_GBH_4,nectaring,Nymphalidae,Vanessa,cardui,flower,purple,Scrophulariaceae ,Buddleja,davidii,Non-native
7,6,4,MGT,07_06_MGT_1,ovipositing,Lycaenidae,Icaricia,icarioides,flower,purple,Fabaceae,lupinus,arcticus,Native
7,6,4,MGT,07_06_MGT_2,nectaring,Nymphalidae,Boloria,epithore,flower,white,Asteraceae,Achillea,millefolium,Non-native
7,6,4,MGT,07_06_MGT_3,nectaring,Nymphalidae,Phycoides,pulchella,flower,white,Asteraceae,Leucanthemum,vulgare,Non-native
7,6,4,ABR,07_06_ABR_1,nectaring,Nymphalidae,Argynnis,callippe,flower,pink,Apocynaceae,Apocynum,androsaemifolium,Native
7,6,4,ABR,07_06_ABR_2,nectaring,Hesperiidae,Hesperia,colorado,flower,yellow,Asteraceae,Gaillardia,aristata,Native
7,6,4,ABR,07_06_ABR_3,nectaring,Nymphalidae,Euphydryas,anicia,flower,white,Brassicaceae,Berteroa,incana,Non-native
7,6,4,ABR,07_06_ABR_4,nectaring,Hesperiidae,Thymelicus,lineola,flower,white,Brassicaceae,Berteroa,incana,Non-native
7,6,4,ABR,07_06_ABR_5,nectaring,Hesperiidae,Thymelicus,lineola,flower,pink,Fabaceae,Astragalus,miser,Native
7,6,4,ABR,07_06_ABR_6,nectaring,Papilionidae,Papilio,rutulus,flower,yellow,Asteraceae,Gaillardia,aristata,Native
7,6,4,ABR,07_06_ABR_7,nectaring,Pieridae,Colias,interior,flower,yellow,Asteraceae,Gaillardia,aristata,Native
7,6,4,ABR,07_06_ABR_8,nectaring,Hesperiidae,Hesperia,colorado,flower,purple,Asteraceae,Erigeron,NA,Native
7,6,4,ABR,07_06_ABR_9,nectaring,Lycaenidae,Icaricia,icarioides,flower,white,Rosaceae,Spiraea,lucida,Native
7,7,4,KPP,07_07_KPP_1,nectaring,Lycaenidae,Strymon,melinus,flower,purple,Fabaceae,Medicago,sativa,Non-native
7,7,4,KPP,07_07_KPP_2,nectaring,Nymphalidae,Vanessa,cardui,flower,purple,Fabaceae,Medicago,sativa,Non-native
7,7,4,KPP,07_07_KPP_3,nectaring,Nymphalidae,Phycoides,pallida,flower,purple,Fabaceae,Medicago,sativa,Non-native
7,7,4,KPP,07_07_KPP_4,nectaring,Lycaenidae,Plebejus,NA,flower,purple,Fabaceae,Medicago,sativa,Non-native
7,7,4,KPP,07_07_KPP_5,nectaring,Nymphalidae,Argynnis,callippe,flower,purple,Fabaceae,Medicago,sativa,Non-native
7,7,4,PSL,07_07_PSL_1,nectaring,Papilionidae,Papilio,multicaudata,flower,purple,Fabaceae,Medicago,sativa,Non-native
7,7,4,MMF,07_07_MMF_1,nectaring,Lycaenidae,Tharsalea,mariposa,flower,white,Asteraceae,Achillea,millefolium,Non-native
7,7,4,MMF,07_07_MMF_2,nectaring,Lycaenidae,Plebejus,idas,flower,pink,Fabaceae,Astragalus,miser,Native
7,7,4,MMF,07_07_MMF_3,nectaring,Lycaenidae,Plebejus,https://www.inaturalist.org/observations/379295570,flower,pink,Fabaceae,Astragalus,miser,Native
7,7,4,MMF,07_07_MMF_4,nectaring,Lycaenidae,Plebejus,https://www.inaturalist.org/observations/379295573,flower,pink,Fabaceae,Astragalus,miser,Native
7,7,4,MMF,07_07_MMF_5,nectaring,Nymphalidae,Chloesyne,NA,flower,purple,Asteraceae,Erigeron,speciosa,Native
7,7,4,FLT,07_07_FLT_1,nectaring,Lycaenidae,Icaricia,icarioides,flower,white,Caprifoliaceae,Valeriana,sitchensis,Native
7,8,4,KWL,NO PHOTO,nectaring,Pieridae,Pieris,rapae,flower,purple,Fabaceae,Medicago,sativa,Non-native
7,8,4,KWL,07_08_KWL_1,nectaring,Pieridae,Colias,NA,flower,purple,Fabaceae,Medicago,sativa,Non-native
7,8,4,KWL,07_08_KWL_2,nectaring,Pieridae,Pontia,occidentalis,flower,purple,Fabaceae,Medicago,sativa,Non-native
7,8,4,KWL,07_08_KWL_3,nectaring,Pieridae,Pontia,occidentalis,flower,purple,Asteraceae,Cirsium,arvense,Non-native
7,8,4,KWL,07_08_KWL_4,nectaring,Nymphalidae,Cercyonis,oetus,flower,purple,Asteraceae,Cirsium,arvense,Non-native
7,8,4,KWL,07_08_KWL_5,nectaring,Hesperiidae,Hesperia,colorado,flower,purple,Fabaceae,Medicago,sativa,Non-native
7,8,4,JMS,07_08_JMS_1,nectaring,Pieridae,Pieris,rapae,flower,purple,Asteraceae,Rhaponticum,repens,Non-native
7,8,4,JMS,07_08_JMS_2,nectaring,Papilionidae,Papilio,multicaudata,flower,pink,Apocynaceae,Asclepias,speciosa,Native
7,8,4,JMS,07_08_JMS_3,nectaring,Papilionidae,Papilio,rutulus,flower,pink,Apocynaceae,Asclepias,speciosa,Native
7,8,4,OKF,07_08_OKF_1,nectaring,Lycaenidae,Tharsalea,helloides,flower,purple,Asteraceae,Cirsium,arvense,Non-native
